"Subject" "Activity" "TimeBodyAccelerometerMeanX" "TimeBodyAccelerometerMeanY" "TimeBodyAccelerometerMeanZ" "TimeBodyAccelerometerStdX" "TimeBodyAccelerometerStdY" "TimeBodyAccelerometerStdZ" "TimeGravityAccelerometerMeanX" "TimeGravityAccelerometerMeanY" "TimeGravityAccelerometerMeanZ" "TimeGravityAccelerometerStdX" "TimeGravityAccelerometerStdY" "TimeGravityAccelerometerStdZ" "TimeBodyAccelerometerJerkMeanX" "TimeBodyAccelerometerJerkMeanY" "TimeBodyAccelerometerJerkMeanZ" "TimeBodyAccelerometerJerkStdX" "TimeBodyAccelerometerJerkStdY" "TimeBodyAccelerometerJerkStdZ" "TimeBodyGyroscopeMeanX" "TimeBodyGyroscopeMeanY" "TimeBodyGyroscopeMeanZ" "TimeBodyGyroscopeStdX" "TimeBodyGyroscopeStdY" "TimeBodyGyroscopeStdZ" "TimeBodyGyroscopeJerkMeanX" "TimeBodyGyroscopeJerkMeanY" "TimeBodyGyroscopeJerkMeanZ" "TimeBodyGyroscopeJerkStdX" "TimeBodyGyroscopeJerkStdY" "TimeBodyGyroscopeJerkStdZ" "TimeBodyAccelerometerMagnitudeMean" "TimeBodyAccelerometerMagnitudeStd" "TimeGravityAccelerometerMagnitudeMean" "TimeGravityAccelerometerMagnitudeStd" "TimeBodyAccelerometerJerkMagnitudeMean" "TimeBodyAccelerometerJerkMagnitudeStd" "TimeBodyGyroscopeMagnitudeMean" "TimeBodyGyroscopeMagnitudeStd" "TimeBodyGyroscopeJerkMagnitudeMean" "TimeBodyGyroscopeJerkMagnitudeStd" "FrequencyBodyAccelerometerMeanX" "FrequencyBodyAccelerometerMeanY" "FrequencyBodyAccelerometerMeanZ" "FrequencyBodyAccelerometerStdX" "FrequencyBodyAccelerometerStdY" "FrequencyBodyAccelerometerStdZ" "FrequencyBodyAccelerometerJerkMeanX" "FrequencyBodyAccelerometerJerkMeanY" "FrequencyBodyAccelerometerJerkMeanZ" "FrequencyBodyAccelerometerJerkStdX" "FrequencyBodyAccelerometerJerkStdY" "FrequencyBodyAccelerometerJerkStdZ" "FrequencyBodyGyroscopeMeanX" "FrequencyBodyGyroscopeMeanY" "FrequencyBodyGyroscopeMeanZ" "FrequencyBodyGyroscopeStdX" "FrequencyBodyGyroscopeStdY" "FrequencyBodyGyroscopeStdZ" "FrequencyBodyAccelerometerMagnitudeMean" "FrequencyBodyAccelerometerMagnitudeStd" "FrequencyBodyAccelerometerJerkMagnitudeMean" "FrequencyBodyAccelerometerJerkMagnitudeStd" "FrequencyBodyGyroscopeMagnitudeMean" "FrequencyBodyGyroscopeMagnitudeStd" "FrequencyBodyGyroscopeJerkMagnitudeMean" "FrequencyBodyGyroscopeJerkMagnitudeStd"
2 "WALKING_DOWNSTAIRS" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 0.112841160325532 0.278345041765957 -0.131290772 0.0161046198595745 0.171973972957447 -0.162032894287234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2 "WALKING_UPSTAIRS" 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.320582414375 0.0848802791083333 -0.09454497643125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
3 "LAYING" 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.982776639193548 -0.962057544516129 -0.96369103483871 -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.983691129032258 -0.964094604193548 -0.96327908016129 -0.974761514032258 -0.97078966016129 -0.481913075554839 -0.569325768790323 -0.405468422741936 0.0473954154354839 0.525384071227419 -0.545365492258065 0.565630590806452 -0.21866326496129 0.179611351093226 -0.192290634539355 0.335854894245161 0.168880393833871 0.00200250983870968 0.0918653258387097 0.203611355753226 -0.163009063285484 0.111839253698387 -0.00417894761129032 -0.99977490016129 -0.999633132580645 0.178063604806452 0.131983898241935 -0.972791346129032 -0.998390336774194 -0.974889963709677 -0.521034473483871 0.212946374112903 -0.181017838380645 -0.103741952662903 -0.00137649189032258 -0.950223007419355 -0.958308087258064 -0.997727818387097 -0.998709153387097 -0.997990774516129 -0.998026132741936 -0.997760238870968 -0.998382554193548 -0.998966686129032 -0.999221895806452 -0.999593500645161 -0.999620468387097 -0.999621229516129 -0.99920607483871 -0.997958110806452 -0.997878042580645 -0.976434638870968 -0.806945177612903 -0.833589350064516 0.238611133937097 -0.245513311658065 -0.555238914596774
3 "SITTING" 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.856617812115385 -0.875110175384615 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.971605878461538 -0.8496556575 -0.864322464038462 -0.885422295961538 -0.865204213653846 -0.532480449730769 -0.311828096711538 -0.270119163307692 0.145435255557692 0.449047563461538 -0.465325566980769 0.481763934192308 -0.531398735833077 0.502278149642308 -0.503783918980769 0.294578801846154 0.0967162082339231 -0.0254554228692308 0.0556650083192308 0.0992019644807692 -0.124060039305192 0.0013854166673077 -0.345641545742308 -0.999357372307692 -0.998789188076923 0.157469438861538 0.138162433163462 -0.895383350192308 -0.9767229875 -0.892296605192308 -0.232158628807692 0.227144198346154 -0.165988054115385 -0.0734615667807692 -0.0874529105769231 -0.916029695307692 -0.938172346153846 -0.963450066923077 -0.995050438653846 -0.990787766153846 -0.979186690769231 -0.965927208846154 -0.993887355 -0.996038261730769 -0.998785755 -0.999073293461539 -0.999354438269231 -0.999333372692308 -0.99891511 -0.996825017692308 -0.996583889807692 -0.957578250192308 -0.678458540261539 -0.850427351153846 0.286795769778846 -0.0830552189057692 -0.404826134267308
3 "STANDING" 0.280046513278689 -0.0143376555065574 -0.101621722633148 -0.96674254295082 -0.893449307213115 -0.911419015081967 -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.918584519180328 -0.899849162786885 -0.326560323477049 -0.319098932032787 -0.353306160481967 0.00938979228360656 0.49738893404918 -0.529515326377049 0.562056149016393 -0.581233457540984 0.564082295852459 -0.574944247606557 0.295415342967213 0.00251903392295082 0.0568411191234426 -0.0209730964540984 0.159065424442623 -0.00336822211967213 -0.0158654961770492 -0.160327539196721 -0.998740842622951 -0.997771105081967 0.143092578063934 0.0288755466098361 -0.925430819016393 -0.992365464918033 -0.929682475901639 -0.203461737055574 0.0841769346163934 -0.0655628647540984 0.0101650289391803 -0.109356570219672 -0.873845701967213 -0.901409369180328 -0.988741998032787 -0.997562860327869 -0.996514458360656 -0.99603964557377 -0.98937577852459 -0.99740735442623 -0.997935634590164 -0.998536098360656 -0.999112632131148 -0.99944387295082 -0.999317009016393 -0.998727350655738 -0.994932766065574 -0.996219879508197 -0.951415690327869 -0.602409121491803 -0.924538121311475 0.129816297732787 -0.153454352459016 -0.50527051651218
3 "WALKING" 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.0699140652103448 -0.387411994310345 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.293566317586207 -0.422365772068966 0.249391492775862 0.326226629310345 0.189850783148276 -0.319573395465517 0.372120698137931 -0.433230683965517 0.489854769482759 -0.0238159394810345 0.0340333739965517 -0.109971763401724 0.254982441793103 -0.264788804 0.257499116644828 0.035567230122069 0.169632179666207 -0.269100116222414 0.00185472517586207 -0.173056619346552 -0.930181126034483 -0.888951223965517 0.223004744367241 0.161343882615517 -0.254690333275862 -0.704178525344828 -0.575961612758621 0.752695279655172 -0.147862600731034 -0.0698516964681034 0.11793188822931 0.14026642347931 -0.517671029655172 -0.579875356206897 -0.656852371206897 -0.286771585413793 -0.717309733103448 -0.814179914310345 -0.569316381896552 -0.72836697137931 -0.893775782586207 -0.810024279655172 -0.845812589827586 -0.958877399827586 -0.959137984827586 -0.935699054310345 -0.938102224137931 -0.95997312862069 -0.503952500517241 0.449103739827586 -0.905856591206897 -0.11716398312069 -0.345724026172414 -0.621360407758621
3 "WALKING_DOWNSTAIRS" 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.0331503723387755 -0.362240245489796 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0654417192653061 -0.109722354322449 -0.389723034061224 -0.244974245836735 -0.381759654693878 0.186420273246939 0.284493854081633 0.142969069393878 -0.29976342255102 0.639776316326531 -0.701096785714286 0.761618942857143 -0.218363196338776 0.241967715122449 -0.320558442795918 0.159140584483673 -0.193102559691837 0.156339311589796 -0.046325708877551 0.164233404838776 -0.160532043979592 -0.0257552263561225 -0.153215395693878 -0.947427046938776 -0.793677135918367 0.270209402734694 0.015882694255102 -0.0628126118283674 -0.501215684469388 -0.425270828326531 0.807186910816327 -0.060795714177551 0.132264562320408 -0.147233266061224 0.0157209585714286 -0.190118819530612 -0.334403989306122 -0.547830763877551 -0.557729831836735 -0.722919294693878 -0.825891660204082 -0.520850123759184 -0.706154498979592 -0.901758835102041 -0.826241056530612 -0.909031956734694 -0.947792143877551 -0.951556716530612 -0.922965378571429 -0.914755756122449 -0.970110823469388 -0.198262883434694 0.640641038163265 -0.898283119387755 0.0434967841218367 -0.425942673897959 -0.723708055510204
3 "WALKING_UPSTAIRS" 0.260819873067797 -0.0324109410555932 -0.110064863437288 -0.313123437627119 0.0116280813372881 -0.369754604067797 -0.392004211474576 -0.0788094156644068 -0.504494528474576 -0.285333024050847 -0.00803987529661017 -0.350797226271186 -0.248724703169492 -0.339921978864407 0.520150458983051 0.303195794389831 0.0604194304237288 -0.449480757288136 0.725601182542373 -0.771835715932203 0.817500914237288 -0.469041779830508 0.487067986440678 -0.542616946101695 0.0961466452813559 -0.355059341762712 0.152713149864407 -0.0828487397610169 -0.0876445099491525 -0.404897023389831 -0.251867039033898 0.020611202779661 -0.973447314576271 -0.904817777457627 0.256343940435593 0.0854287470525424 -0.184014895 -0.657402911016949 -0.510519927288136 0.787170924745763 -0.0249440072338983 0.0935994493130509 -0.215141046067797 0.0642124281694915 -0.354803524718644 -0.478870218474576 -0.478666226101695 -0.701980308813559 -0.826322660169492 -0.873225830847458 -0.478539193220339 -0.814502474067797 -0.880120174915254 -0.939395151864407 -0.951713893728814 -0.981422122711864 -0.98181676779661 -0.967487830847458 -0.949416833220339 -0.967162081864407 -0.415761057881356 0.44393165559322 -0.900457354237288 0.0904944091525424 -0.340602416683051 -0.663462067118644
4 "LAYING" 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.952464881481481 -0.946380971111111 -0.962154454259259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4 "SITTING" 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.89022398108 -0.9322030066 -0.9774624984 -0.9057829318 -0.9517837432 -0.9819081892 -0.8894673494 -0.9269993168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4 "STANDING" 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.86159737875 -0.896880538392857 -0.973497549642857 -0.889549205 -0.93164342125 -0.978737637678571 -0.857380281803571 -0.887554317678571 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4 "WALKING" 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 -0.0788267367683333 -0.586252806833333 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.447234929666667 -0.101799450565167 -0.594198325666667 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4 "WALKING_DOWNSTAIRS" 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 -0.0722392276888889 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.32253131772 -0.512694303111111 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4 "WALKING_UPSTAIRS" 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.0666899105180769 -0.372137777692308 -0.294488270365385 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.101434446040385 -0.345109817692308 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5 "LAYING" 0.278334325576923 -0.0183042123269231 -0.107937603673077 -0.965934509615385 -0.969295613269231 -0.968562516346154 -0.968741678461538 -0.965419520961538 -0.977007724615385 -0.964953893653846 -0.972909186730769 -0.965882191153846 -0.978399509615385 -0.965180971538461 -0.377266295442308 -0.555706465 -0.459250408461538 0.1196730872 0.610726973076923 -0.622409425 0.634086889615385 0.0841476654653846 -0.136777356826923 0.118051673855769 0.387969988423077 0.17165626265 0.126523427309615 0.0732744065884615 0.194311053321154 0.207180432038462 -0.192656359384615 -0.125226138282692 -0.999745806538462 -0.999833175384615 0.284109542769231 0.118667044636538 -0.966777882884615 -0.997055165192308 -0.972049200192308 -0.512185470096154 0.194610480573077 -0.288201103892308 -0.0442160629807692 0.120529658532692 -0.952875664807692 -0.963051186923077 -0.9986699475 -0.998492325961538 -0.998191026538462 -0.998537365384615 -0.998595273461538 -0.998253961153846 -0.999517894807692 -0.999566435961538 -0.999653878076923 -0.999615839038462 -0.999611302115385 -0.999392543269231 -0.998112736923077 -0.997856085384615 -0.979652424615385 -0.842036027115385 -0.896214896346154 0.197005001461538 -0.102755293230769 -0.407035424
5 "SITTING" 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 -0.977450812045455 -0.921434735681818 -0.946064216818182 -0.9825908425 -0.9022915301 -0.92184351 -0.926019282272727 -0.924666587045455 -0.432864806539773 -0.342452363772727 -0.402519299272727 0.0268532562931818 0.343218131590909 -0.359567836136364 0.376033164318182 -0.330534978636364 0.294528278313636 -0.30251106975 0.298680000111364 0.0312400238568182 0.0560170545840909 0.0398706351590909 0.146721718436364 -0.211798726954545 0.25698847775 -0.00745485069090909 -0.999484997272727 -0.998764138863636 0.245096015704545 0.13990277175 -0.9379783225 -0.992404594545454 -0.935996013863636 -0.284269040772727 0.218395180959091 -0.111071628145455 -0.226081229036364 0.0218998747636364 -0.929121423863636 -0.936783704090909 -0.980718533181818 -0.996814300227273 -0.993779801363636 -0.988751468636364 -0.981953742727273 -0.995895676590909 -0.998073017727273 -0.998883569772727 -0.999173608863636 -0.999476506136364 -0.999435773636364 -0.998926373636364 -0.997341454772727 -0.9972641475 -0.961874643181818 -0.694552083227273 -0.906926406681818 0.245936717454545 -0.230426684515909 -0.538246846363636
